Back to Contents,Data 1: Natural Gas Electric Power Price ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
2006-01-15 00:00:00,9.15,10.47,3.52,8.59,8.17,8.78,8.93,9.41,,,9.31,11.62,,,9.6,9.29,10.92,8.62,,11.64,,10.8,9.87,6.17,,9.46,11.67,14.19,10.1,8.42,,11.95,,11.74,,21.19,12.02,8.95,6.06,11.34,10.37,,,,8.48,10.02,12.34,10.34,6.45,9.37,10.36,
2006-02-15 00:00:00,8,9.13,3.52,7.4,7.66,7.42,7.14,8.68,,,8.92,8.5,,,8.64,8.93,8.31,7.31,9.57,8.69,,9.15,9.05,5.75,,8.57,7.98,,8.42,7.88,,9.28,,9.15,,9.13,12.11,7.6,6.48,9.74,8.15,,,,7.48,7.17,8.86,8.9,7.05,,8.92,
2006-03-15 00:00:00,7.36,7.73,3.42,6.64,6.81,6.63,6.58,7.72,,,8.68,7.85,,,7.35,7.37,8.02,6.98,,8.11,,8.53,8.52,5.86,,7.68,,,8,7.22,,8.24,,7.95,,11.74,8.17,6.91,5.91,8.35,8.08,,,,6.76,,8.03,8.4,5.7,8.43,7.85,
2006-04-15 00:00:00,7.32,7.96,3.68,6.48,7.12,6.53,5.85,7.71,,,8.79,7.75,,,7.18,7.04,8.44,6.44,,7.77,,8.88,7.95,6.14,,7.81,,,7.16,6.95,,8.24,,7.93,,9.83,9.69,6.44,8.76,8.06,7.81,,,,6.82,5.13,7.92,9.84,5.42,9.27,8.02,
2006-05-15 00:00:00,6.89,6.98,3.63,6.03,6.33,6.23,5.77,6.84,,,8.54,6.76,,,6.63,6.64,7.03,5.61,,7.25,,7.41,7.11,5.75,,,,8.24,7.08,7.06,,7.8,,7.52,,8.74,7.61,6.21,9.59,7.31,7.2,8.17,,,6.34,,9.36,7.84,6.01,,7.07,25.15
2006-06-15 00:00:00,6.69,6.81,3.74,5.96,6.15,6.2,5.34,6.94,,,8.39,7.04,,,6.81,6.99,7.19,5.83,,6.97,,7.55,6.96,5.87,,6.75,,,6.76,6.76,,7.19,,7.35,,8.37,7.58,5.92,5.99,7.55,6.88,7.99,,,6.08,,6.71,6.79,6.24,,6.61,5.92
2006-07-15 00:00:00,6.69,7.12,3.51,6.16,5.99,6.44,5.75,7.02,,,8.35,7.17,,,6.65,7.21,7.21,6.08,,6.83,,6.88,6.76,6.11,,6.8,,,6.4,6.44,,7.19,,7.2,,15.09,7.55,6.02,5.36,7.26,6.84,7.69,,,6.06,,6.74,7,5.4,,6.74,
2006-08-15 00:00:00,7.56,7.74,3.38,6.94,7.26,7.16,6.52,7.97,,,8.85,8.4,,,7.85,8.65,8.56,7.1,8.62,7.95,,8.55,8.15,6.58,,7.96,,,8.36,7.1,,8.38,,8.1,,8.42,8.51,6.99,5.98,8.55,7.82,,,,7.03,,7.53,8.38,5.96,8.76,7.7,
2006-09-15 00:00:00,6.27,6.56,3.72,5.85,5.61,5.97,5.13,5.56,,,8.16,5.48,,,6.12,7.67,5.93,5.42,,6.96,,6.97,5.59,5.46,,,,7.74,7.32,5.96,,7.32,,6.62,,6.33,5.96,6.18,5.2,5.45,6.3,,,,5.83,,7.57,6.95,5,,6.4,
2006-10-15 00:00:00,5.76,6.25,3.79,5.13,4.81,5.52,4.62,6.25,,,8.06,5.5,,,5.59,6.47,6.07,4.88,,5.94,,6.17,6.04,5.19,,,,,6.12,4.58,,6.29,,5.95,,16.74,6.75,5.12,5.44,5.93,5.39,,,,5.09,,5.17,5.79,4.83,7.22,5.93,
2006-11-15 00:00:00,7.48,6.99,3.94,6.98,7.02,7.26,6.52,7.97,,,9.07,7.6,,,7.62,7.79,8.32,6.55,,7.94,,8.91,8.03,6.28,,,,,8.25,6.76,,8.37,,8.28,,6.88,8.46,7.04,6.39,7.99,8.07,,,,6.87,,8.19,8.45,6.8,,7.49,
2006-12-15 00:00:00,7.57,7.37,3.88,7.43,7.48,7.3,6.15,7.58,,,9.01,7.9,,,8.23,7.79,8.75,6.8,,9.06,,8.19,7.84,6.12,,,,9.7,7.59,6.99,,8.96,,8.48,,8.27,9.07,7.38,6.73,8.34,8.42,,,,6.92,,8.76,8.89,7.36,8.52,8.2,
2007-01-15 00:00:00,7.08,6.75,3.75,6.9,7.84,6.7,5.33,7.73,,,9.56,7.44,,,7.15,6.49,7.52,6.08,,6.8,,8.21,7.78,5.9,,,,,7.97,6.43,,7.53,,7.68,,6.21,8.33,6.62,6.4,8.29,7.56,,,,6.42,,6.95,8.15,6.28,,7.3,
2007-02-15 00:00:00,8.18,8,3.54,7.9,8.33,7.39,7.12,9.85,,,10.01,9.47,,,8.6,8.91,8.89,7.65,,8.49,,9.47,10.16,6.78,,,8.3,,8.14,7.62,,9.17,,8.86,,8.12,10.64,7.18,6.76,10.63,9.22,,,,7.34,,,11,6.52,9.14,8.47,
2007-03-15 00:00:00,7.64,6.97,3.59,7.66,7.43,6.91,6.67,8.44,,,9.31,7.67,,,7.63,6.82,8.13,6.51,,7.98,,8.79,8.6,6.41,,,,,7.78,6.88,,8.65,,8.65,,,8.58,7.13,6.37,9,8.5,,,,6.9,,9.55,9.85,5.03,8.44,7.86,
2007-04-15 00:00:00,7.77,7.38,3.64,7.46,7.64,6.67,4.88,8.33,,,9.61,8.25,,,7.87,7.67,8.06,6.54,,8.14,,8.66,8.72,6.9,,,,,8.05,5.62,,8.97,,8.69,,8.23,9.01,6.92,5.95,9.18,8.58,,,,7.29,,8.69,10.14,5.32,,7.9,
2007-05-15 00:00:00,7.96,7.45,3.56,7.63,7.67,7.09,4.38,8.22,,,9.53,8.34,,,7.92,7.78,8.09,7.06,,8.25,,8.89,8.59,7.47,,,,,8.34,6.3,,8.82,,8.62,,7.41,8.91,7.45,6.6,9.16,10.49,8.88,,,7.51,,8.52,11.16,5.73,,8.18,
2007-06-15 00:00:00,7.8,7.76,3.48,7.45,7.66,7.13,3.59,8,,,9.57,7.98,,,7.85,8.41,7.98,6.99,,8.35,,8.78,8.29,7.54,,,,,7.94,6.23,,8.65,,8.52,,,8.63,7.36,5.87,8.4,8.23,8.41,,,7.48,,8.59,8.9,6.04,,7.83,15.07
2007-07-15 00:00:00,7.03,6.81,3.57,6.51,6.69,6.72,4.01,6.92,,,9.15,6.9,,,6.76,7.66,7.15,6.05,,7.26,,7.64,7.05,6.8,,,,,10.22,6.49,,7.6,,7.68,,,7.53,6.59,5.81,7.06,7.1,7.62,,,6.55,,6.55,7.94,5.9,,7.22,
2007-08-15 00:00:00,6.83,7.01,3.57,6.38,6.49,6.28,3.93,7.12,,,9.24,7.27,,,6.64,7.41,6.77,6.14,,7.07,,7.44,7.1,6.34,,6.86,,,11.97,6.02,,7.41,,7.49,,7.69,7.04,6.17,5.41,7.19,6.93,7.64,,,6.19,,7.11,7.54,5.4,,6.84,
2007-09-15 00:00:00,6.33,6.44,3.64,5.63,6.08,5.74,2.1,6.59,,,8.9,6.62,,,6.28,6.54,6.31,5.43,,6.3,,6.94,6.83,5.81,,6.38,,,6.85,5.62,,6.81,,6.8,,5.15,6.85,5.69,5.42,6.67,6.61,6.49,,,5.88,,6.43,6.76,5.36,,6.47,
2007-10-15 00:00:00,7,6.77,3.51,6.57,7.11,6.56,2.37,7.33,,,8.97,7.41,,,7.1,6.95,7.37,6.32,,7.26,,7.7,7.42,6.4,,7.23,,,7.06,5.35,,7.73,,7.55,,8.41,8.04,6.28,5.96,7.51,7.27,7.49,,,6.68,,7.42,7.67,6.21,,7.15,
2007-11-15 00:00:00,7.28,7.75,3.57,6.58,6.57,6.7,4.41,7.96,,,9.33,7.7,,,7.46,,8.13,6.06,,7.76,,8.03,8.13,6.4,,,,,8.58,6.16,,8.52,,8.19,,,6.64,6.56,6.41,8.42,8.08,,,,6.58,,8.27,8.86,7.02,7.88,,
2007-12-15 00:00:00,7.93,7.64,3.49,7.07,7.72,7.35,6.45,8.44,,,9.59,7.71,,,7.82,7.86,8.16,6.66,,7.79,,8.44,10.29,6.71,,,7.13,,8.54,7.22,,9.89,,9.52,,,8.72,7.2,6.79,9.38,9.36,,,,7,,8.2,8.75,7.7,7.89,7.81,
2008-01-15 00:00:00,8.52,8.83,,8.14,8.26,7.66,6.67,11.55,,,9.38,9.84,,,8.8,8.84,,7.88,9.16,8.36,,10.03,11.34,6.89,8.1,8.5,,,,7.7,,9.85,,10.91,,,10.09,7.53,6.92,12.61,11.14,10.2,5.93,8.42,7.73,,9.18,10.71,8.5,,8.5,
2008-02-15 00:00:00,8.87,10.01,,8.65,8.85,8.4,7.76,10.24,,,9.56,9.54,,,9.07,7.29,,8.44,9.6,8.95,,10.71,10.65,7.96,,8.64,,,,8.41,,9.97,,10.84,,,9.86,8.1,7.43,10.98,10.69,,5.9,9.33,8.08,,10,10.4,8.96,,8.98,
2008-03-15 00:00:00,9.53,,,9.45,9.94,9.23,8.67,11.12,,,10,13.67,,,10.52,9.66,,8.98,,9.93,,11.17,10.77,9.13,,9.71,,,,8.73,,10.59,,10.7,,,10.61,8.85,7.92,10.75,11.64,10.6,6.31,10.28,8.92,,10.04,11.28,9.3,,10.05,
2008-04-15 00:00:00,10.19,,,10.14,10.49,9.91,8.61,12.43,11.01,,10.25,12.1,,,10.7,10.69,,9.6,,10.78,,11.91,11.09,9.7,,10.43,,,,9.25,,11.22,,11.15,,,11.5,9.37,8.49,12.2,11.04,11.84,4.17,11.8,9.95,,10.57,12.24,10.14,,10.53,
2008-05-15 00:00:00,10.97,,,10.6,11.39,10.47,9.45,12.9,,,11.08,13.55,,,11.28,12.03,,10.32,,12.26,,12.9,12.39,10.05,,11.82,,,,9.58,,12.61,10.08,12.45,,,,10.16,8.24,12.97,12.43,,4.38,12.24,10.48,9.66,11.43,13.91,10.16,11.68,,9.12
2008-06-15 00:00:00,12.41,13.64,,11.88,12.72,11.5,9.48,13.65,,,11.95,13.9,,,12.59,13.31,,11.05,,13.21,,14.46,14.04,11.52,,,,,,10.19,,13.85,,14.25,,,14.05,10.92,,14.08,13.59,13.7,7.99,13.9,12.18,,11.61,14.55,,,12.19,
2008-07-15 00:00:00,11.71,12.44,,11.57,11.87,10.92,9.26,12.56,,,11.78,12.18,,,12.35,11.65,,9.95,,12.68,,12.97,12.77,11.3,,,,,,11.07,,13.52,,13.45,,,12.28,11.29,8.71,12.43,12.73,,8.28,,11.34,,13.05,12.92,9.81,,11.6,
2008-08-15 00:00:00,8.97,9.52,,8.39,9.33,8.25,7.43,9.47,,,10.31,9.38,,,9.49,10.65,,8.44,,9.71,,10.41,9.26,8.61,,,,,,8.11,,10.1,9.01,10.1,,,9.97,8.25,7.47,9.32,9.22,9.32,6.67,9.63,8.63,7.2,10.8,9.41,8.03,,9.4,7.66
2008-09-15 00:00:00,7.81,9.16,,6.75,7.28,6.55,3.42,8.4,,,10.7,8.82,,,8.44,7.78,,5.69,,8.7,,8.68,8.5,7.47,,,,,,6.25,,9.1,6.2,8.93,,,8.9,6.56,6.09,8.48,8.47,8.56,5.03,8.28,7.1,2.4,8.69,7.77,7.63,,8.83,4.59
2008-10-15 00:00:00,6.74,6.03,,5.12,4.47,5.73,4.47,7.52,,,9.26,,,,7.63,7.27,,3.83,,7.78,,8.21,7.68,6.43,,,,,,6.56,,8.15,,7.97,,,8.31,4.64,5.89,7.58,8.11,7.45,3.64,7.54,6.26,,7.79,8.23,7.22,7.5,6.59,
2008-11-15 00:00:00,6.64,8.45,,4.88,,5.41,4.2,7.39,,,9.37,7.79,,,6.93,7.08,,4.41,,7.2,7.74,8.05,7.8,6.15,,,,,,6.23,,7.83,,7.99,,,7.89,,5.74,7.79,,7.67,6.19,7.48,5.72,,4.72,,7.43,7.38,6.21,
2008-12-15 00:00:00,6.9,7.29,,5.89,,6.06,5.54,7.48,,,9.61,7.43,,,6.84,6.81,,5.8,,7.03,7.93,9.3,7.96,6.33,,,,,,6.93,,8.17,,8.52,,,7.26,,5.99,7.86,,7.74,6.47,6.92,5.91,,8.54,,8.69,6.54,7.09,
2009-01-15 00:00:00,6.62,5.89,,5.06,5.14,5.47,5.19,8.22,,,9.53,6.49,,,6.22,6.4,,4.76,,6.41,,9.33,9.06,6.46,,,,,,7.06,,7.75,,8.6,,6.8,6.48,5.03,,8.08,8.5,6.34,9.4,5.84,5.24,,8.55,,,6.93,6.65,
2009-02-15 00:00:00,5.62,5.2,,4.08,4.38,4.67,4.19,6.16,,,9.31,5.6,,4.87,5.24,5.31,,4.14,,5.09,,7.25,6.5,5.17,,,,4.58,,6.8,,6.22,4.5,6.55,,6.05,5.84,3.84,4.83,5.97,6.77,,9.59,5.76,4.42,3.69,7.04,5.53,6.36,5.94,5.88,4.8
2009-03-15 00:00:00,4.92,4.46,,3.33,3.99,4.05,3.73,4.98,,,8.59,4.9,,,4.97,4.43,,3.73,,4.57,,5.96,5.13,4.62,,,,,,5.99,,5.49,,5.38,,6,4.93,3.45,4.17,5.05,4.9,,10.43,4.96,3.67,,7.07,5.35,5.9,,4.89,
2009-04-15 00:00:00,4.7,3.93,,3.88,3.59,3.91,3.67,4.4,,,7.96,4.4,,3.77,4.03,4.51,,3.99,6.74,4.06,,5.38,4.3,4.2,,4.03,,,,5.53,,4.69,,4.74,,6.3,4.41,3.44,,4.33,4.42,,7.55,4.37,3.62,,5.29,4.71,,,4.04,
2009-05-15 00:00:00,4.7,4.03,,3.74,3.61,3.99,3.84,4.42,,,7.73,4.68,,,4.04,4.22,,3.87,11.32,4.03,,5.33,4.37,4.09,6.88,4.17,,,,4.96,,4.49,,4.72,,5.55,4.4,3.5,,4.33,4.49,,8.73,4.41,3.82,,4.73,4.73,,,4.51,
2009-06-15 00:00:00,4.62,4,,3.89,4.08,3.76,3.79,4.41,,,7.61,4.57,,,4.58,4.36,,3.64,,4.24,,5.19,4.36,4.45,,,,,,4.77,,4.95,,4.77,,4.83,4.61,3.48,4.05,4.44,4.44,,4.47,4.56,3.87,,4.99,4.45,4.79,4.5,4.12,
2009-07-15 00:00:00,4.47,3.69,,3.94,4.29,3.98,3.72,3.98,,,7.48,4.15,,,4.45,,,4.09,,4.12,,4.76,3.97,3.99,,,,,,4.92,,5,,4.63,,4.43,4.13,3.71,3.61,4.05,3.97,,4.78,3.98,3.77,,4.54,4.14,4.11,,,
2009-08-15 00:00:00,4.3,3.68,,3.94,4,3.93,3.93,3.7,,,7.56,3.94,,,4.19,3.82,,3.85,,3.71,,4.19,3.72,3.66,,,,,,4.97,,4.47,,4.2,,4.53,3.8,3.66,3.54,3.76,3.68,,4.55,3.95,3.54,,4.77,3.7,3.95,3.75,3.95,
2009-09-15 00:00:00,4.02,3.45,,3.79,3.13,3.77,3.79,3.41,,,6.95,3.69,,,3.89,3.36,,3.57,,3.3,,4.07,3.36,3.3,4.13,,,,,4.73,,4.16,,3.83,,4.18,3.23,3.28,3.41,3.35,3.43,,3.94,3.59,3.13,,4.36,3.22,4.04,3.47,3.54,
2009-10-15 00:00:00,5.04,4.41,,4.78,4.29,4.78,4.94,4.71,,,7.46,4.81,,,4.9,4.78,,4.79,,4.22,4.85,5.33,4.62,4.54,4.8,,,,,5.56,,5.58,,5.09,,5.38,4.08,4.38,4.28,4.32,,,3.96,5.13,4.05,,4.75,4.51,5.51,4.46,4.82,
2009-11-15 00:00:00,5.06,4.2,,4.61,4.06,5.01,4.95,4.31,,,7.66,4.33,,,,,,4.49,,4.38,,5.59,4.23,4.46,6.65,,,,,5.37,,5.45,,5.13,,5.63,4.02,4.68,4.41,4.11,4.24,,4.8,4.19,4.11,,6.32,4.62,6.31,4.44,4.92,
2009-12-15 00:00:00,6.24,5.65,,5.98,,5.88,5.81,7.09,,,8.59,6.07,,,5.9,5.92,,5.83,,,,6.64,7.22,6.07,6.41,,,,,6.3,,6.65,,7.08,,6.91,6.32,5.45,,6.46,7.06,,5.8,5.91,5.26,,6.15,6.51,,4.87,6.02,
2010-01-15 00:00:00,6.98,6.44,,6.87,6.75,6.49,6.62,8.69,,,7.88,7.23,,,6.94,6.38,,6.82,,6.43,8.25,9.44,7.97,6.04,,,,,,7.45,8.05,7.99,,8.32,,8.99,7.5,6.43,,8.16,7.71,,8.76,7.3,6.19,,7,9.48,,6.27,6.53,
2010-02-15 00:00:00,6.27,5.88,,6.33,,6.08,6.07,6.38,,,7.15,6.16,,,6.15,5.99,,6.54,,5.64,,8.45,6.86,5.79,,,,,,7.26,,6.62,,7.42,,6.79,6.58,,,6.78,6.83,,10.61,6.23,5.6,,7.09,6.79,,,6.13,
2010-03-15 00:00:00,5.47,4.87,,5.32,,5.37,5.06,7.8,,,6.66,5.14,,,5.59,,8.3,5.43,,5.45,,6.28,5.05,5.08,,,,,,6.67,,5.85,,6.01,,6.25,5.28,,4.66,4.96,4.83,,9.5,5.13,4.76,,6.56,,6.03,4.82,,
2010-04-15 00:00:00,4.91,4.59,,4.94,,4.77,4.78,6.61,,,6.28,4.83,,,,4.64,,5.3,,4.27,,5.33,4.59,4.73,,,,,,5.13,,4.92,,5.09,,5.68,4.74,,4.26,4.62,4.58,,7.58,4.73,4.21,,5.47,,5.39,6.07,,
2010-05-15 00:00:00,4.96,4.54,,4.74,4.56,,4.95,4.73,,,6.22,5.05,,,4.9,,,4.92,,4.53,,5.34,4.78,4.76,,,,,,5.27,,5.13,,5.24,,5.74,4.86,4.61,,4.76,4.86,,6.38,4.92,4.32,,5.39,5.1,,,,
2010-06-15 00:00:00,5.31,4.88,,4.94,5.36,4.9,5.25,5.43,,,6.38,5.38,,,5.51,5.3,,5.01,,4.92,,5.75,5.45,5.26,,,,,,5.45,,5.48,,5.71,,6.27,5.47,4.83,,5.3,5.31,,6.09,5.61,4.8,,5.2,5.55,,5.53,5.27,
2010-07-15 00:00:00,5.34,5.42,,5.1,5.58,5,4.94,5.33,5.59,,6.67,5.31,,,5.15,5.06,,4.9,,5,,5.89,5.38,5.06,,,,,,5.5,,5.72,5.13,5.69,,6.06,5.32,4.99,4.49,5.34,5.3,,5.53,5.39,4.81,,5.63,5.4,5.09,5.34,5.06,
2010-08-15 00:00:00,5.06,4.6,,4.65,5,4.66,4.56,4.93,5.27,,6.74,4.95,,,4.93,4.82,,4.61,,4.86,,5.53,5.09,4.82,,,,,,5.81,,5.52,4.73,5.38,,5.91,4.95,4.64,4.18,4.99,4.99,,5.29,5.23,4.62,,5.37,5.02,4.77,4.93,4.92,
2010-09-15 00:00:00,4.61,4.2,,4.11,4.46,4.33,4.64,4.5,4.61,,6.08,4.55,,,4.9,4.34,5.94,4.54,,4.14,4.63,4.6,4.35,4.55,5.9,,4.53,,6.58,5.1,4.63,4.7,4.32,4.82,5.52,5.31,4.6,4.11,4.07,4.4,4.58,,6.25,4.95,4.12,,4.91,4.55,4.83,4.48,4.89,
2010-10-15 00:00:00,4.45,3.86,,4.05,3.86,4.32,4.52,4.06,,,6.11,4.22,,3.74,4.27,4,,4.23,,4.01,,4.99,3.98,4.04,,,,4.88,,5.21,,4.53,4.34,4.54,,5.81,3.95,4,4.03,4.08,4.18,,5.1,4.02,3.83,3.94,5.35,4.28,5.08,4.08,4.9,5.35
2010-11-15 00:00:00,4.55,4.17,,4.35,4.1,4.36,4.99,4.78,,,5.96,4.39,,,4.46,4.33,,4.77,5.25,3.97,4.75,5.03,4.54,4.45,,3.96,,,,4.6,,4.56,,4.89,,5.67,4.25,3.97,4.26,4.33,4.7,,6.33,4.33,3.81,,5.09,4.82,5.88,4.29,5.21,
2010-12-15 00:00:00,5.68,4.83,,5.11,,4.92,5.22,7.42,,,6.7,5.18,,,4.93,4.63,,5.04,,4.58,,7.6,8.2,4.95,,,,,,5.64,,7.21,,7.07,,6.06,5.09,,,7.44,7.61,,6.9,4.47,4.54,,5.59,7.83,,4.91,5.54,
2011-01-15 00:00:00,5.66,5.02,4.94,5.13,5.02,4.87,5.23,7.55,,,6.18,5.73,,,5.22,4.92,,5.31,,4.75,,11.12,8.62,5.07,,,,,8.97,5.59,,7.72,,7.76,,,5.25,4.77,4.76,7.13,7.6,,5.32,4.82,4.51,,5.65,8.08,6.17,5.25,5.43,
2011-02-15 00:00:00,5.29,4.62,5.05,5.47,,4.77,5.46,6.36,,,6.04,5.04,,,4.81,,,5.35,,4.62,,6.74,6.26,4.86,,,,,9.78,5.55,,6.03,,6.71,,,,,,5.4,6.45,,6.53,5.17,4.75,,5.67,5.69,,4.52,5.22,
2011-03-15 00:00:00,4.84,,4.91,,,4.54,5.28,5.34,,4.84,5.71,4.65,,,,,,4.71,,4.18,,5.42,5.17,4.75,,,,,6.25,5.19,,5.05,,5.51,,,4.53,,,4.77,5.15,,5.9,5.08,4.22,,5.41,4.5,,5.01,4.86,
2011-04-15 00:00:00,5.03,4.74,5.23,,4.71,4.88,5.26,4.92,,5.02,5.9,4.82,,,4.88,4.66,,4.88,,4.51,,5.08,4.86,4.97,,,,,7.83,4.95,,5.07,,5.45,,8.92,4.88,4.79,,4.88,4.96,,6.44,4.41,4.53,,9.27,,,4.72,5.29,
2011-05-15 00:00:00,5.04,4.5,5.34,,5.07,4.96,5.16,4.96,,5.12,5.78,5.01,,,4.91,4.79,,5,5.98,4.63,,5.14,4.87,5.04,,4.53,,,7.1,5.02,,5.22,,5.43,,9.58,4.93,4.77,,4.96,4.83,,8.27,4.57,4.56,,6.1,5.4,,4.98,4.96,
2011-06-15 00:00:00,5.2,4.61,5.27,5.49,5.18,5.07,5.4,5.19,,5.34,6.05,5.18,,,5.6,5.27,,4.86,,4.79,,5.73,5.12,5.35,,,,,5.56,5.22,,5.35,,5.64,,8.41,5.32,4.83,,5.18,5.14,4.97,6.29,4.81,4.75,,6.04,5.29,,5.12,5.4,
2011-07-15 00:00:00,5.13,4.83,4.98,5.15,5.16,5.06,4.86,5.55,,5.2,6.03,5.04,,,4.98,4.91,,4.77,5.41,4.68,,5.58,5.29,4.88,,4.64,,,5.12,5.12,,5.39,5.05,5.88,,7.8,5.03,4.72,,5.1,5.44,4.86,4.78,4.68,4.7,,5.7,5.12,,,5,
2011-08-15 00:00:00,4.85,4.23,4.98,4.95,5.01,4.9,5.09,4.89,,4.88,5.94,4.63,,,4.81,4.66,,4.66,,4.46,,5.07,4.7,4.69,,,,,5.1,5.03,,5.03,4.87,5.26,,7.7,4.57,4.58,,4.77,4.72,4.52,4.88,4.8,4.45,,5.45,5.1,,4.53,4.89,
2011-09-15 00:00:00,4.71,4.25,4.91,4.89,4.6,4.75,5.3,4.51,,,5.69,4.57,,,5.1,4.53,,4.67,,4.23,,4.64,4.38,4.86,,,,,5.75,4.65,,4.72,,4.99,,8.78,4.72,4.4,4.06,4.44,4.43,,6.39,4.95,4.22,,3.51,4.65,5.2,,5.51,
2011-10-15 00:00:00,4.49,,4.89,4.39,,4.46,4.67,4.23,,4.19,5.85,4.12,,,4.28,4,,4.41,,,,4.91,4.09,4.4,,,,,8.3,4.7,,4.72,,4.75,,8.31,3.94,4.21,,4.19,4.44,,5.57,4.05,3.9,,4.17,4.38,,4.03,4.5,
2011-11-15 00:00:00,4.26,,5.1,4.26,,4.34,4.17,4.13,,,5.62,3.88,,,,,,4.5,,3.65,,4.8,4,4.03,,,,,9.76,4.97,,4.39,,4.88,,,3.72,,3.69,4.09,4.19,,11.12,4.15,3.6,,4.76,3.91,5.06,4.29,4.38,
2011-12-15 00:00:00,4.18,,4.94,4.47,,4.21,4.17,4.22,,,5.52,3.91,,,,,,4.41,,,,4.63,4.13,4.15,,,,,10.03,4.22,,4.52,,4.88,,7.95,3.6,3.82,3.57,4.01,4.39,,7.89,4.5,3.55,,4.25,3.85,4.96,4.65,4.2,
2012-01-15 00:00:00,3.82,,4.94,3.61,,3.81,,4.69,,,5.05,,,,3.46,,4.55,3.63,,,,6.19,4.43,3.28,,,,,10.4,3.92,,4.57,3.82,5.52,,7.74,3.05,3.37,,3.36,,3.45,5.65,3.27,3.12,3.36,4.49,3.8,,3.58,,
2012-02-15 00:00:00,3.46,,4.83,,,3.58,,,,,4.8,,,,,,4.58,3.87,5.38,,,10.53,3.49,3.05,,,,,10.54,3.5,,3.78,,4.27,,,2.89,3.02,,3.01,3.94,3.25,5.23,3.14,2.9,2.93,4.49,3.6,,4.05,,5.6
2012-03-15 00:00:00,3.09,,4.57,,,3.19,,3.05,,,4.44,,,,,,4.05,2.69,,2.53,,,2.78,2.72,,,,,8.27,,,3.4,2.83,3.51,,6.26,2.5,,,2.5,3.2,3.21,4.17,2.4,2.51,2.74,3.62,2.84,,3,2.99,
2012-04-15 00:00:00,2.81,,4.43,2.85,2.31,3.05,4.02,2.5,,,4.6,2.56,,,2.51,,4.2,2.7,,2.25,,,2.51,2.45,,,,4.01,4.21,,,2.9,,2.96,,,2.28,2.28,,2.26,,,3.04,2.07,2.26,2.33,3.27,,,2.68,,
2012-05-15 00:00:00,3.05,2.74,4.1,3.1,,3.17,,,,2.75,4.46,3.02,,,,,3.29,2.86,,,,,2.77,2.83,,,,,3.73,2.78,,3.18,3.05,3.13,,5.29,2.59,2.55,,2.69,2.82,3.48,3.48,2.33,2.54,2.38,3.13,,,2.8,2.76,
2012-06-15 00:00:00,3.21,2.82,4.05,3.36,2.97,3.4,,3.38,,,4.61,3.05,,,3.25,2.74,3.49,3,,2.63,,,3.52,3,,,,4.45,3.29,3.12,6.9,2.97,3.04,3.49,,5.48,2.74,2.81,,2.76,,3.56,3.36,2.52,2.71,2.69,3.75,2.96,,3.21,2.92,
2012-07-15 00:00:00,3.54,3.27,3.95,3.51,3.37,3.63,,3.81,,3.38,4.8,3.46,,,3.34,3.27,3.5,3.27,,3.12,,,3.95,3.36,,,,,3.44,3.26,5.1,3.65,,3.74,,5.9,3.22,3.1,,3.27,,3.53,3.35,3.01,3.13,2.91,3.85,3.36,,3.42,3.24,5.63
2012-08-15 00:00:00,3.61,3.17,4.16,3.6,3.73,3.63,,3.5,,3.46,4.86,3.46,,,,,3.88,3.35,,3.15,,,3.47,3.39,,,,,4,3.44,4.87,3.66,3.48,3.76,,6.41,3.2,3.26,3,3.16,,,3.38,3.12,3.2,3.21,4.08,3.35,4.19,3.38,3.48,
2012-09-15 00:00:00,3.54,3.17,4.14,3.59,,3.7,,3.39,,,4.76,3.45,,,3.87,,3.72,3.46,,2.99,,,3.26,3.47,,,,,4.64,3.32,6.24,3.54,3.59,3.68,,,3.09,,,3.12,,,5.03,2.82,3.04,2.86,4.06,3.23,,3.24,,7.24
2012-10-15 00:00:00,4,3.74,4.17,3.95,3.73,4.16,,3.88,,,5.03,3.95,,,,,4.69,4.59,,3.51,,,3.79,4.11,,,,,8.93,3.84,7.12,3.82,,4.08,,,3.5,3.49,,3.56,,4.13,5.91,3.31,3.46,3.36,4.32,3.78,,3.76,4.23,
